id1,id2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH,CMI,DD1040
1719,"WK",49.95,-118.216666666667,675,6.3,17.4,-5,22.4,720,277,22.6,62.8,541,1621,4337,78,198,138,271,133,196,-31.2,36.4,10.8,690,288,65,14.08,767
1720,"WK",49.95,-118.2,675,6.2,17.2,-4.9,22.1,728,277,22.3,61.9,531,1583,4350,68,194,141,267,126,195,-31.3,36.2,10.7,700,296,63,13.63,733
1721,"WK",49.95,-118.216666666667,675,6.3,17.4,-5,22.4,720,277,22.6,62.8,541,1621,4337,78,198,138,271,133,196,-31.2,36.4,10.8,690,288,65,14.08,767
1722,"WK",49.95,-118.216666666667,675,6.3,17.4,-5,22.4,720,277,22.6,62.8,541,1621,4337,78,198,138,271,133,196,-31.2,36.4,10.8,690,288,65,14.08,767
1723,"WK",49.95,-118.216666666667,675,6.3,17.4,-5,22.4,720,277,22.6,62.8,541,1621,4337,78,198,138,271,133,196,-31.2,36.4,10.8,690,288,65,14.08,767
1724,"WK",49.9333333333333,-118.216666666667,675,6.3,17.5,-4.8,22.3,703,263,23.2,66.4,528,1628,4313,79,199,138,271,133,190,-31.1,36.5,10.9,691,303,65,12.2,771
1725,"WK",49.9333333333333,-118.216666666667,675,6.3,17.5,-4.8,22.3,703,263,23.2,66.4,528,1628,4313,79,199,138,271,133,190,-31.1,36.5,10.9,691,303,65,12.2,771
1726,"",0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,771
1727,"",0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,771
1728,"MGR",53.6166666666667,-122.866666666667,850,3,14.6,-10.1,24.7,606,270,21.4,54.2,1053,1113,5476,21,158,152,255,103,240,-41.2,32.7,11.5,526,209,62,18.22,421
1729,"MGR",53.6166666666667,-122.866666666667,850,3,14.6,-10.1,24.7,606,270,21.4,54.2,1053,1113,5476,21,158,152,255,103,240,-41.2,32.7,11.5,526,209,62,18.22,421
1730,"MGR",53.6166666666667,-122.866666666667,850,3,14.6,-10.1,24.7,606,270,21.4,54.2,1053,1113,5476,21,158,152,255,103,240,-41.2,32.7,11.5,526,209,62,18.22,421
1731,"MGR",53.6166666666667,-122.866666666667,850,3,14.6,-10.1,24.7,606,270,21.4,54.2,1053,1113,5476,21,158,152,255,103,240,-41.2,32.7,11.5,526,209,62,18.22,421
1732,"MGR",53.6166666666667,-122.866666666667,850,3,14.6,-10.1,24.7,606,270,21.4,54.2,1053,1113,5476,21,158,152,255,103,240,-41.2,32.7,11.5,526,209,62,18.22,421
1733,"MGR",53.6166666666667,-122.883333333333,850,3,14.6,-10,24.6,607,270,21.4,54.2,1050,1113,5473,21,158,151,255,103,240,-41.2,32.7,11.5,526,208,62,18.28,421
1734,"MGR",53.6166666666667,-122.883333333333,850,3,14.6,-10,24.6,607,270,21.4,54.2,1050,1113,5473,21,158,151,255,103,240,-41.2,32.7,11.5,526,208,62,18.28,421
1735,"MGR",53.6166666666667,-122.85,850,2.9,14.6,-10.2,24.8,608,271,21.3,53.9,1064,1111,5490,21,158,152,255,103,241,-41.2,32.8,11.6,525,208,63,18.48,420
1736,"MGR",53.6166666666667,-122.85,850,2.9,14.6,-10.2,24.8,608,271,21.3,53.9,1064,1111,5490,21,158,152,255,103,241,-41.2,32.8,11.6,525,208,63,18.48,420
1737,"MGR",53.6166666666667,-122.85,850,2.9,14.6,-10.2,24.8,608,271,21.3,53.9,1064,1111,5490,21,158,152,255,103,241,-41.2,32.8,11.6,525,208,63,18.48,420
1738,"MGR",53.6166666666667,-122.85,850,2.9,14.6,-10.2,24.8,608,271,21.3,53.9,1064,1111,5490,21,158,152,255,103,241,-41.2,32.8,11.6,525,208,63,18.48,420
1739,"MGR",53.6166666666667,-122.85,850,2.9,14.6,-10.2,24.8,608,271,21.3,53.9,1064,1111,5490,21,158,152,255,103,241,-41.2,32.8,11.6,525,208,63,18.48,420
1740,"MGR",53.6166666666667,-122.85,850,2.9,14.6,-10.2,24.8,608,271,21.3,53.9,1064,1111,5490,21,158,152,255,103,241,-41.2,32.8,11.6,525,208,63,18.48,420
1741,"MGR",53.6166666666667,-122.85,850,2.9,14.6,-10.2,24.8,608,271,21.3,53.9,1064,1111,5490,21,158,152,255,103,241,-41.2,32.8,11.6,525,208,63,18.48,420
1742,"MGR",53.6166666666667,-122.85,850,2.9,14.6,-10.2,24.8,608,271,21.3,53.9,1064,1111,5490,21,158,152,255,103,241,-41.2,32.8,11.6,525,208,63,18.48,420
1743,"MGR",53.6333333333333,-122.9,850,2.9,14.6,-10.1,24.7,606,270,21.3,54.1,1059,1110,5487,21,158,152,254,103,240,-41.2,32.7,11.5,525,208,62,18.26,419
1744,"MGR",53.6,-122.85,850,2.9,14.6,-10.1,24.7,608,270,21.3,54.2,1058,1112,5483,21,158,152,255,102,242,-41.2,32.8,11.5,526,209,63,18.42,421
1745,"MGR",53.6,-122.85,850,2.9,14.6,-10.1,24.7,608,270,21.3,54.2,1058,1112,5483,21,158,152,255,102,242,-41.2,32.8,11.5,526,209,63,18.42,421
1746,"MGR",53.6,-122.85,850,2.9,14.6,-10.1,24.7,608,270,21.3,54.2,1058,1112,5483,21,158,152,255,102,242,-41.2,32.8,11.5,526,209,63,18.42,421
1747,"MGR",53.6,-122.85,850,2.9,14.6,-10.1,24.7,608,270,21.3,54.2,1058,1112,5483,21,158,152,255,102,242,-41.2,32.8,11.5,526,209,63,18.42,421
1748,"MGR",53.6166666666667,-122.866666666667,850,3,14.6,-10.1,24.7,606,270,21.4,54.2,1053,1113,5476,21,158,152,255,103,240,-41.2,32.7,11.5,526,209,62,18.22,421
1749,"TOD",50.7166666666667,-119.466666666667,1650,2,12.9,-8.9,21.7,708,266,16.9,48.3,1081,853,5838,10,150,157,264,107,360,-39.9,30.4,12.2,460,134,67,37.45,260
1750,"TOD",50.7166666666667,-119.466666666667,1650,2,12.9,-8.9,21.7,708,266,16.9,48.3,1081,853,5838,10,150,157,264,107,360,-39.9,30.4,12.2,460,134,67,37.45,260
1751,"TOD",50.7166666666667,-119.466666666667,1650,2,12.9,-8.9,21.7,708,266,16.9,48.3,1081,853,5838,10,150,157,264,107,360,-39.9,30.4,12.2,460,134,67,37.45,260
1752,"TOD",50.7166666666667,-119.466666666667,1650,2,12.9,-8.9,21.7,708,266,16.9,48.3,1081,853,5838,10,150,157,264,107,360,-39.9,30.4,12.2,460,134,67,37.45,260
1753,"TOD",50.7166666666667,-119.466666666667,1650,2,12.9,-8.9,21.7,708,266,16.9,48.3,1081,853,5838,10,150,157,264,107,360,-39.9,30.4,12.2,460,134,67,37.45,260
1754,"TOD",50.7166666666667,-119.45,1650,1.8,12.7,-9.2,21.9,716,268,16.4,47.5,1128,842,5904,10,149,158,262,105,372,-40,30.4,13.4,458,131,67,38.64,254
1755,"TOD",50.7166666666667,-119.45,1650,1.8,12.7,-9.2,21.9,716,268,16.4,47.5,1128,842,5904,10,149,158,262,105,372,-40,30.4,13.4,458,131,67,38.64,254
1756,"TOD",50.7166666666667,-119.45,1650,1.8,12.7,-9.2,21.9,716,268,16.4,47.5,1128,842,5904,10,149,158,262,105,372,-40,30.4,13.4,458,131,67,38.64,254
1757,"TOD",50.7166666666667,-119.45,1650,1.8,12.7,-9.2,21.9,716,268,16.4,47.5,1128,842,5904,10,149,158,262,105,372,-40,30.4,13.4,458,131,67,38.64,254
1758,"TOD",50.7166666666667,-119.45,1650,1.8,12.7,-9.2,21.9,716,268,16.4,47.5,1128,842,5904,10,149,158,262,105,372,-40,30.4,13.4,458,131,67,38.64,254
1759,"TOD",50.7166666666667,-119.433333333333,1650,1.8,12.7,-9.1,21.8,731,273,16.2,46.5,1112,840,5887,10,149,159,262,103,378,-39.8,30.2,12.8,457,126,67,40.29,254
1760,"TOD",50.7166666666667,-119.433333333333,1650,1.8,12.7,-9.1,21.8,731,273,16.2,46.5,1112,840,5887,10,149,159,262,103,378,-39.8,30.2,12.8,457,126,67,40.29,254
1761,"TOD",50.7166666666667,-119.433333333333,1650,1.8,12.7,-9.1,21.8,731,273,16.2,46.5,1112,840,5887,10,149,159,262,103,378,-39.8,30.2,12.8,457,126,67,40.29,254
1762,"TOD",50.7166666666667,-119.433333333333,1650,1.8,12.7,-9.1,21.8,731,273,16.2,46.5,1112,840,5887,10,149,159,262,103,378,-39.8,30.2,12.8,457,126,67,40.29,254
1763,"TOD",50.7166666666667,-119.433333333333,1650,1.8,12.7,-9.1,21.8,731,273,16.2,46.5,1112,840,5887,10,149,159,262,103,378,-39.8,30.2,12.8,457,126,67,40.29,254
1764,"SA",50.6833333333333,-119.2,960,4.9,16.1,-6.9,23,746,253,20,63.5,743,1402,4796,44,185,139,267,128,302,-34.1,34.8,11,616,261,67,24.17,611
1765,"SA",50.6833333333333,-119.2,960,4.9,16.1,-6.9,23,746,253,20,63.5,743,1402,4796,44,185,139,267,128,302,-34.1,34.8,11,616,261,67,24.17,611
1766,"SA",50.6833333333333,-119.2,960,4.9,16.1,-6.9,23,746,253,20,63.5,743,1402,4796,44,185,139,267,128,302,-34.1,34.8,11,616,261,67,24.17,611
1767,"SA",50.6833333333333,-119.2,960,4.9,16.1,-6.9,23,746,253,20,63.5,743,1402,4796,44,185,139,267,128,302,-34.1,34.8,11,616,261,67,24.17,611
1768,"SA",50.6833333333333,-119.2,960,4.9,16.1,-6.9,23,746,253,20,63.5,743,1402,4796,44,185,139,267,128,302,-34.1,34.8,11,616,261,67,24.17,611
1769,"SA",50.7,-119.2,960,4.8,16.1,-6.7,22.8,669,245,22.2,65.7,735,1379,4812,42,183,141,267,126,257,-34.6,34.6,10.8,608,265,66,17.79,597
1770,"SA",50.7,-119.2,960,4.8,16.1,-6.7,22.8,669,245,22.2,65.7,735,1379,4812,42,183,141,267,126,257,-34.6,34.6,10.8,608,265,66,17.79,597
1771,"SA",50.6833333333333,-119.216666666667,850,5.7,16.9,-5.8,22.8,585,228,26.8,74.2,639,1539,4532,63,193,136,270,134,188,-33.3,35.4,11.2,640,315,66,4.68,709
1772,"SA",50.6833333333333,-119.216666666667,850,5.7,16.9,-5.8,22.8,585,228,26.8,74.2,639,1539,4532,63,193,136,270,134,188,-33.3,35.4,11.2,640,315,66,4.68,709
1773,"SA",50.6833333333333,-119.216666666667,850,5.7,16.9,-5.8,22.8,585,228,26.8,74.2,639,1539,4532,63,193,136,270,134,188,-33.3,35.4,11.2,640,315,66,4.68,709
1774,"SA",50.6833333333333,-119.216666666667,960,5.2,16.4,-6.2,22.6,590,233,25.8,70.3,686,1451,4679,50,188,138,269,131,201,-34,34.9,11.4,622,293,66,7.52,647
1775,"SA",50.6833333333333,-119.216666666667,960,5.2,16.4,-6.2,22.6,590,233,25.8,70.3,686,1451,4679,50,188,138,269,131,201,-34,34.9,11.4,622,293,66,7.52,647
1776,"SA",50.6833333333333,-119.216666666667,960,5.2,16.4,-6.2,22.6,590,233,25.8,70.3,686,1451,4679,50,188,138,269,131,201,-34,34.9,11.4,622,293,66,7.52,647
1777,"SA",50.7,-119.216666666667,650,6.4,17.8,-5.4,23.1,615,228,26.7,77.9,564,1687,4303,91,202,131,272,141,182,-32,36.4,11.2,669,337,65,3.85,814
1778,"SA",50.7,-119.216666666667,650,6.4,17.8,-5.4,23.1,615,228,26.7,77.9,564,1687,4303,91,202,131,272,141,182,-32,36.4,11.2,669,337,65,3.85,814
1779,"SA",50.7,-119.216666666667,650,6.4,17.8,-5.4,23.1,615,228,26.7,77.9,564,1687,4303,91,202,131,272,141,182,-32,36.4,11.2,669,337,65,3.85,814
1780,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
1781,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
1782,"SA",50.6666666666667,-119.3,600,6.6,18.1,-5.2,23.3,598,215,27.8,83.9,548,1732,4244,102,203,133,273,140,172,-31.8,36.7,10,692,363,65,0.49,848
1783,"SA",50.6666666666667,-119.3,600,6.6,18.1,-5.2,23.3,598,215,27.8,83.9,548,1732,4244,102,203,133,273,140,172,-31.8,36.7,10,692,363,65,0.49,848
1784,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
1785,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
1786,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
1787,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
1788,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
1789,"SA",50.6666666666667,-119.283333333333,750,5.9,17.3,-5.8,23.1,647,229,24.6,75.8,620,1588,4468,73,194,135,270,134,216,-32.8,35.8,10.4,653,318,65,9.45,745
1790,"SA",50.6666666666667,-119.283333333333,750,5.9,17.3,-5.8,23.1,647,229,24.6,75.8,620,1588,4468,73,194,135,270,134,216,-32.8,35.8,10.4,653,318,65,9.45,745
1791,"NCH",53.9666666666667,-124.533333333333,750,2.5,14.3,-11.2,25.4,519,241,24.2,59.1,1149,1073,5630,18,145,163,250,87,208,-42.7,33.3,11.1,548,263,57,6.93,389
1792,"NCH",53.9666666666667,-124.533333333333,750,2.5,14.3,-11.2,25.4,519,241,24.2,59.1,1149,1073,5630,18,145,163,250,87,208,-42.7,33.3,11.1,548,263,57,6.93,389
1793,"NCH",53.9666666666667,-124.533333333333,750,2.5,14.3,-11.2,25.4,519,241,24.2,59.1,1149,1073,5630,18,145,163,250,87,208,-42.7,33.3,11.1,548,263,57,6.93,389
1794,"NCH",53.9666666666667,-124.533333333333,750,2.5,14.3,-11.2,25.4,519,241,24.2,59.1,1149,1073,5630,18,145,163,250,87,208,-42.7,33.3,11.1,548,263,57,6.93,389
1795,"NCH",53.9666666666667,-124.533333333333,750,2.5,14.3,-11.2,25.4,519,241,24.2,59.1,1149,1073,5630,18,145,163,250,87,208,-42.7,33.3,11.1,548,263,57,6.93,389
1796,"NCH",53.9666666666667,-124.533333333333,750,2.5,14.3,-11.2,25.4,519,241,24.2,59.1,1149,1073,5630,18,145,163,250,87,208,-42.7,33.3,11.1,548,263,57,6.93,389
1797,"NCH",53.9666666666667,-124.583333333333,750,2.6,14.2,-11.1,25.3,521,241,24.2,59.2,1139,1076,5615,18,145,163,250,87,209,-42.7,33.3,11.2,548,262,57,6.99,390
1798,"NCH",53.9666666666667,-124.583333333333,750,2.6,14.2,-11.1,25.3,521,241,24.2,59.2,1139,1076,5615,18,145,163,250,87,209,-42.7,33.3,11.2,548,262,57,6.99,390
1799,"NCH",53.9666666666667,-124.583333333333,750,2.6,14.2,-11.1,25.3,521,241,24.2,59.2,1139,1076,5615,18,145,163,250,87,209,-42.7,33.3,11.2,548,262,57,6.99,390
1800,"NCH",53.9666666666667,-124.583333333333,750,2.6,14.2,-11.1,25.3,521,241,24.2,59.2,1139,1076,5615,18,145,163,250,87,209,-42.7,33.3,11.2,548,262,57,6.99,390
1801,"NCH",53.9666666666667,-124.566666666667,750,2.6,14.3,-11.1,25.4,521,241,24.1,59.1,1143,1076,5619,18,145,163,250,87,209,-42.7,33.3,11.1,548,262,57,7.09,390
1802,"NCH",53.9666666666667,-124.566666666667,750,2.6,14.3,-11.1,25.4,521,241,24.1,59.1,1143,1076,5619,18,145,163,250,87,209,-42.7,33.3,11.1,548,262,57,7.09,390
1803,"NCH",53.9666666666667,-124.566666666667,750,2.6,14.3,-11.1,25.4,521,241,24.1,59.1,1143,1076,5619,18,145,163,250,87,209,-42.7,33.3,11.1,548,262,57,7.09,390
1804,"NCH",53.9666666666667,-124.566666666667,750,2.6,14.3,-11.1,25.4,521,241,24.1,59.1,1143,1076,5619,18,145,163,250,87,209,-42.7,33.3,11.1,548,262,57,7.09,390
1805,"NCH",53.9666666666667,-124.566666666667,750,2.6,14.3,-11.1,25.4,521,241,24.1,59.1,1143,1076,5619,18,145,163,250,87,209,-42.7,33.3,11.1,548,262,57,7.09,390
1806,"NCH",53.9666666666667,-124.55,750,2.6,14.2,-11.1,25.4,520,241,24.1,59.1,1145,1074,5624,18,145,163,250,87,209,-42.7,33.3,11,548,262,57,7.03,389
1807,"NCH",53.9666666666667,-124.55,750,2.6,14.2,-11.1,25.4,520,241,24.1,59.1,1145,1074,5624,18,145,163,250,87,209,-42.7,33.3,11,548,262,57,7.03,389
1808,"NCH",53.9666666666667,-124.55,750,2.6,14.2,-11.1,25.4,520,241,24.1,59.1,1145,1074,5624,18,145,163,250,87,209,-42.7,33.3,11,548,262,57,7.03,389
1809,"NCH",53.9666666666667,-124.55,750,2.6,14.2,-11.1,25.4,520,241,24.1,59.1,1145,1074,5624,18,145,163,250,87,209,-42.7,33.3,11,548,262,57,7.03,389
1810,"NCH",53.9666666666667,-124.55,750,2.6,14.2,-11.1,25.4,520,241,24.1,59.1,1145,1074,5624,18,145,163,250,87,209,-42.7,33.3,11,548,262,57,7.03,389
1811,"NCH",53.9666666666667,-124.55,750,2.6,14.2,-11.1,25.4,520,241,24.1,59.1,1145,1074,5624,18,145,163,250,87,209,-42.7,33.3,11,548,262,57,7.03,389
1812,"NCH",53.9666666666667,-124.566666666667,750,2.6,14.3,-11.1,25.4,521,241,24.1,59.1,1143,1076,5619,18,145,163,250,87,209,-42.7,33.3,11.1,548,262,57,7.09,390
1813,"MGR",53.8833333333333,-122.133333333333,725,3.3,14.8,-10.1,24.9,878,341,15.2,43.5,1021,1178,5352,24,159,153,255,102,369,-40.2,33.4,10.8,552,173,61,41.48,458
1814,"MGR",53.8833333333333,-122.133333333333,725,3.3,14.8,-10.1,24.9,878,341,15.2,43.5,1021,1178,5352,24,159,153,255,102,369,-40.2,33.4,10.8,552,173,61,41.48,458
1815,"MGR",53.8833333333333,-122.133333333333,750,3.2,14.7,-10.1,24.8,886,343,14.9,42.8,1029,1157,5390,23,158,153,254,101,375,-40.2,33.3,10.8,549,168,61,42.76,443
1816,"MGR",53.8833333333333,-124.133333333333,725,2.6,14.3,-11.4,25.7,536,235,23.5,61.1,1166,1105,5605,19,146,160,250,90,223,-43.1,33.6,10.9,555,273,57,7.58,408
1817,"MGR",53.8833333333333,-124.166666666667,725,2.6,14.4,-11.3,25.7,532,234,23.7,61.3,1169,1103,5611,19,146,161,251,90,221,-43.3,33.5,11.1,554,274,57,7.47,407
1818,"MGR",53.8833333333333,-122.166666666667,725,3.3,14.8,-10.1,24.9,869,336,15.3,43.9,1021,1170,5360,24,159,152,255,103,368,-40.2,33.4,11.3,550,176,61,40.9,453
1819,"MGR",53.8833333333333,-122.166666666667,725,3.3,14.8,-10.1,24.9,869,336,15.3,43.9,1021,1170,5360,24,159,152,255,103,368,-40.2,33.4,11.3,550,176,61,40.9,453
1820,"MGR",53.8833333333333,-122.166666666667,725,3.3,14.8,-10.1,24.9,869,336,15.3,43.9,1021,1170,5360,24,159,152,255,103,368,-40.2,33.4,11.3,550,176,61,40.9,453
1821,"MGR",53.8833333333333,-122.166666666667,725,3.3,14.8,-10.1,24.9,869,336,15.3,43.9,1021,1170,5360,24,159,152,255,103,368,-40.2,33.4,11.3,550,176,61,40.9,453
1822,"MGR",53.8833333333333,-122.166666666667,725,3.3,14.8,-10.1,24.9,869,336,15.3,43.9,1021,1170,5360,24,159,152,255,103,368,-40.2,33.4,11.3,550,176,61,40.9,453
1823,"MGR",53.8666666666667,-122.166666666667,725,3.3,14.8,-10.1,24.9,871,338,15.3,43.8,1018,1174,5352,23,159,152,255,103,367,-40.1,33.4,10.9,552,175,61,40.87,455
1824,"MGR",53.8666666666667,-122.166666666667,725,3.3,14.8,-10.1,24.9,871,338,15.3,43.8,1018,1174,5352,23,159,152,255,103,367,-40.1,33.4,10.9,552,175,61,40.87,455
1825,"MGR",53.8666666666667,-122.166666666667,725,3.3,14.8,-10.1,24.9,871,338,15.3,43.8,1018,1174,5352,23,159,152,255,103,367,-40.1,33.4,10.9,552,175,61,40.87,455
1826,"MGR",53.8666666666667,-122.166666666667,725,3.3,14.8,-10.1,24.9,871,338,15.3,43.8,1018,1174,5352,23,159,152,255,103,367,-40.1,33.4,10.9,552,175,61,40.87,455
1827,"MGR",53.8666666666667,-122.166666666667,725,3.3,14.8,-10.1,24.9,871,338,15.3,43.8,1018,1174,5352,23,159,152,255,103,367,-40.1,33.4,10.9,552,175,61,40.87,455
1828,"MGR",53.8833333333333,-122.2,725,3.3,14.8,-10.1,24.8,852,328,15.6,44.9,1019,1177,5352,24,160,151,256,104,362,-40.3,33.4,11.1,548,178,61,39.32,457
1829,"MGR",53.8833333333333,-122.2,725,3.3,14.8,-10.1,24.8,852,328,15.6,44.9,1019,1177,5352,24,160,151,256,104,362,-40.3,33.4,11.1,548,178,61,39.32,457
1830,"MGR",53.8833333333333,-122.2,725,3.3,14.8,-10.1,24.8,852,328,15.6,44.9,1019,1177,5352,24,160,151,256,104,362,-40.3,33.4,11.1,548,178,61,39.32,457
1831,"MGR",53.8833333333333,-122.2,725,3.3,14.8,-10.1,24.8,852,328,15.6,44.9,1019,1177,5352,24,160,151,256,104,362,-40.3,33.4,11.1,548,178,61,39.32,457
1832,"MGR",53.8833333333333,-122.2,725,3.3,14.8,-10.1,24.8,852,328,15.6,44.9,1019,1177,5352,24,160,151,256,104,362,-40.3,33.4,11.1,548,178,61,39.32,457
1833,"MGR",53.8833333333333,-122.133333333333,725,3.3,14.8,-10.1,24.9,878,341,15.2,43.5,1021,1178,5352,24,159,153,255,102,369,-40.2,33.4,10.8,552,173,61,41.48,458
1834,"MGR",53.8666666666667,-122.166666666667,725,3.3,14.8,-10.1,24.9,871,338,15.3,43.8,1018,1174,5352,23,159,152,255,103,367,-40.1,33.4,10.9,552,175,61,40.87,455
1835,"WK",49.2333333333333,-117.966666666667,900,6.9,19,-5,24,915,280,18.5,67.9,541,1833,4167,135,217,118,277,159,271,-29.7,36.7,12.1,664,261,70,33.82,923
1836,"WK",49.25,-118.033333333333,900,6.3,18.1,-5.2,23.3,284,237,57.4,76.3,564,1659,4342,94,203,137,279,143,4,-30.5,35.3,11.2,674,389,67,-29.47,798
1837,"WK",49.3,-117.933333333333,600,7.8,19.5,-3.9,23.4,852,245,20.9,79.5,443,2015,3877,178,230,113,286,173,211,-29.3,37.7,-9999,708,329,68,23.04,1052
1838,"WK",49.3,-117.933333333333,600,7.8,19.5,-3.9,23.4,852,245,20.9,79.5,443,2015,3877,178,230,113,286,173,211,-29.3,37.7,-9999,708,329,68,23.04,1052
1901,"SA",50.45,-118.9,1158,3.9,15.4,-7.2,22.6,753,283,18.5,54.5,837,1207,5134,29,170,148,269,121,315,-36.4,34.5,13.1,548,197,66,30.72,490
1902,"BSH",51.5166666666667,-117.183333333333,945,3.6,15.8,-10,25.7,681,203,20,77.6,1013,1288,5259,33,159,154,256,102,354,-39.7,34.6,12.3,602,337,61,16.34,540
1903,"WK",49.7333333333333,-117.583333333333,998,5.9,17.6,-5,22.6,1181,299,13.5,58.8,587,1575,4450,75,196,133,280,147,418,-32.4,36.6,14.9,631,208,67,65.42,742
1904,"SA",57.1166666666667,-118.183333333333,861,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,742
1905,"BSH",51.5166666666667,-117.183333333333,945,3.6,15.8,-10,25.7,681,203,20,77.6,1013,1288,5259,33,159,154,256,102,354,-39.7,34.6,12.3,602,337,61,16.34,540
1906,"WK",49.7333333333333,-117.583333333333,998,5.9,17.6,-5,22.6,1181,299,13.5,58.8,587,1575,4450,75,196,133,280,147,418,-32.4,36.6,14.9,631,208,67,65.42,742
1907,"SA",49.9333333333333,-118.383333333333,888,5.7,16.9,-5.3,22.2,1034,337,15.1,50,619,1504,4535,56,178,144,265,121,344,-34.8,35.5,-9999,687,212,59,44,678
1908,"SA",49.9333333333333,-118.383333333333,883,5.7,16.9,-5.3,22.2,1033,337,15.2,50.1,617,1509,4527,56,179,144,265,121,342,-34.7,35.6,-9999,688,214,59,43.82,681
1909,"WK",49.1833333333333,-117.583333333333,998,6.2,17.8,-5.3,23.1,876,275,18.4,64.5,572,1625,4384,86,201,132,276,144,285,-31.3,36.3,12.6,657,264,67,31.5,777
2000,"MGR",53.8666666666667,-122.166666666667,725,3.3,14.8,-10.1,24.9,871,338,15.3,43.8,1018,1174,5352,23,159,152,255,103,367,-40.1,33.4,10.9,552,175,61,40.87,455
2001,"NCH",54.2333333333333,-124.166666666667,700,2.6,14.4,-11.9,26.2,563,237,22.4,60.7,1165,1109,5608,19,147,158,250,92,242,-42.8,33.6,11.2,552,266,57,10.5,411
2002,"NCH",54.2333333333333,-124.166666666667,700,2.6,14.4,-11.9,26.2,563,237,22.4,60.7,1165,1109,5608,19,147,158,250,92,242,-42.8,33.6,11.2,552,266,57,10.5,411
2003,"NCH",54.2333333333333,-124.166666666667,700,2.6,14.4,-11.9,26.2,563,237,22.4,60.7,1165,1109,5608,19,147,158,250,92,242,-42.8,33.6,11.2,552,266,57,10.5,411
2004,"NCH",54.2333333333333,-124.166666666667,700,2.6,14.4,-11.9,26.2,563,237,22.4,60.7,1165,1109,5608,19,147,158,250,92,242,-42.8,33.6,11.2,552,266,57,10.5,411
2005,"CP",54.4166666666667,-124.666666666667,975,1.7,13.2,-11.3,24.5,605,238,19.3,55.5,1250,903,5944,12,142,164,254,90,296,-41.6,31.4,11.1,494,209,63,22.46,284
2006,"CP",54.4166666666667,-124.666666666667,975,1.7,13.2,-11.3,24.5,605,238,19.3,55.5,1250,903,5944,12,142,164,254,90,296,-41.6,31.4,11.1,494,209,63,22.46,284
2007,"CP",54.4166666666667,-124.666666666667,975,1.7,13.2,-11.3,24.5,605,238,19.3,55.5,1250,903,5944,12,142,164,254,90,296,-41.6,31.4,11.1,494,209,63,22.46,284
2008,"CP",54.4166666666667,-124.666666666667,975,1.7,13.2,-11.3,24.5,605,238,19.3,55.5,1250,903,5944,12,142,164,254,90,296,-41.6,31.4,11.1,494,209,63,22.46,284
2009,"CP",54.4166666666667,-124.666666666667,975,1.7,13.2,-11.3,24.5,605,238,19.3,55.5,1250,903,5944,12,142,164,254,90,296,-41.6,31.4,11.1,494,209,63,22.46,284
2010,"CP",54.4166666666667,-124.666666666667,975,1.7,13.2,-11.3,24.5,605,238,19.3,55.5,1250,903,5944,12,142,164,254,90,296,-41.6,31.4,11.1,494,209,63,22.46,284
2011,"CP",54.4166666666667,-124.666666666667,975,1.7,13.2,-11.3,24.5,605,238,19.3,55.5,1250,903,5944,12,142,164,254,90,296,-41.6,31.4,11.1,494,209,63,22.46,284
